react	qa-react-20260602124509	9ec03e09-9719-4cf8-8c6c-b148877d6734	https://qa-react-20260602124509.jocodingax.axhub.ai
nextjs	qa-nextjs-20260602124509	ebf75760-40d7-427f-b293-4d654f924d57	https://qa-nextjs-20260602124509.jocodingax.axhub.ai
astro	qa-astro-20260602124509	88621068-00eb-4c38-89b1-98fc006fec4b	https://qa-astro-20260602124509.jocodingax.axhub.ai
