react	qa-r-131157	6ca7c0b8-0a1b-402e-b882-3f8c1266308c	b8640d72-14e3-4449-859e-e87edd8983e0	jocoding-ax-partners/axhub-template-qa-react-axhubonly-20260602131157
nextjs	qa-n-131157	27723fdc-44d6-4926-b076-739537b9014d	262e1558-14c3-43c1-b714-090a245a23e6	jocoding-ax-partners/axhub-template-qa-nextjs-axhubonly-20260602131157
astro	qa-a-131157	7bc7be8f-c92e-41e8-a67a-a4a72c2a0093	74d697ed-2546-48f9-8734-c97a2704bc3b	jocoding-ax-partners/axhub-template-qa-astro-axhubonly-20260602131157
